Sr.,Stock Name,Symbol,Links,%Chg,Price,Volume
"317","Fertilizers And Chemicals Travancore Limited","FACT","P&F | F.A","1.66","840.85","85973"
"318","Hexaware Technologies Ltd","HEXT","P&F | F.A","1.66","774.50","91394"
"319","Shah Alloys Limited","SHAHALLOYS","P&F | F.A","1.66","70.48","10643"
"320","Privi Speciality Chemicals Ltd","PRIVISCL","P&F | F.A","1.65","3127.00","17651"
"321","Prudent Corporate Advisory Services Ltd","PRUDENT","P&F | F.A","1.64","2660.80","82411"
"322","Himadri Speciality Chemical Limited","HSCL","P&F | F.A","1.64","473.20","719596"
"323","Panama Petrochem Limited","PANAMAPET","P&F | F.A","1.63","281.00","14176"
"324","Gic Housing Finance Limited","GICHSGFIN","P&F | F.A","1.63","164.55","66840"
"325","Tiger Logistics (India) Ltd","TIGERLOGS","P&F | F.A","1.63","38.73","70338"
"326","Dreamfolks Services Ltd","DREAMFOLKS","P&F | F.A","1.62","113.83","79630"
"327","Hindustan Unilever Limited","HINDUNILVR","P&F | F.A","1.61","2297.00","735184"
"328","Heubach Colorants India Ltd","HEUBACHIND","P&F | F.A","1.61","450.20","4550"
"329","Pasupati Acrylon Ltd","PASUPTAC","P&F | F.A","1.61","53.09","72444"
"330","Arvind Limited","ARVIND","P&F | F.A","1.60","323.25","191775"
"331","Zuari Industries Ltd","ZUARIIND","P&F | F.A","1.60","321.45","184680"
"332","Banswara Syntex Limited","BANSWRAS","P&F | F.A","1.60","116.00","6399"
"333","Oricon Enterprises Limited","ORICONENT","P&F | F.A","1.60","59.85","136806"
"334","Capital India Finance Ltd","CIFL","P&F | F.A","1.60","35.60","663802"
"335","United Polyfab Gujarat Ltd","UNITEDPOLY","P&F | F.A","1.60","30.50","524504"
"336","Esab India Limited","ESABINDIA","P&F | F.A","1.59","6292.50","9035"
"337","Birla Corporation Limited","BIRLACORPN","P&F | F.A","1.59","1087.40","27823"
"338","Syngene International Limited","SYNGENE","P&F | F.A","1.59","657.30","523221"
"339","Deep Industries Ltd","DEEPINDS","P&F | F.A","1.59","448.25","91751"
"340","Orient Electric Ltd","ORIENTELEC","P&F | F.A","1.59","182.22","67873"
"341","The Investment Trust of India Ltd","THEINVEST","P&F | F.A","1.59","117.84","6500"
"342","Tarmat Limited","TARMAT","P&F | F.A","1.59","52.47","753"
"343","Nahar Capital And Financial Services Limited","NAHARCAP","P&F | F.A","1.58","266.05","2195"
"344","Plaza Wires Ltd","PLAZACABLE","P&F | F.A","1.58","41.12","36924"
"345","Hindustan Petroleum Corporation Limited","HINDPETRO","P&F | F.A","1.57","467.10","1892402"
"346","Poddar Pigments Limited","PODDARMENT","P&F | F.A","1.57","259.05","1441"
"347","Master Trust Ltd","MASTERTR","P&F | F.A","1.57","122.09","253977"
"348","Archidply Industries Limited","ARCHIDPLY","P&F | F.A","1.57","93.99","17403"
"349","Akzo Nobel India Limited","AKZOINDIA","P&F | F.A","1.56","3657.20","54904"
"350","Jk Lakshmi Cement Limited","JKLAKSHMI","P&F | F.A","1.56","792.15","80778"
"351","OCCL Ltd","OCCLLTD","P&F | F.A","1.56","96.46","19217"
"352","Imagicaaworld Entertainment Ltd","IMAGICAA","P&F | F.A","1.56","50.19","162762"
"353","Uniparts India Ltd","UNIPARTS","P&F | F.A","1.55","497.00","44448"
"354","Mangalam Organics Ltd","MANORG","P&F | F.A","1.55","490.00","1750"
"355","Garuda Construction and Engineering Ltd","GARUDA","P&F | F.A","1.55","205.75","343453"
"356","Hisar Metal Industries Ltd","HISARMETAL","P&F | F.A","1.55","161.00","459"
"357","Go Digit General Insurance Ltd","GODIGIT","P&F | F.A","1.54","347.25","246892"
"358","Rossell Techsys Ltd","ROSSTECH","P&F | F.A","1.53","684.00","33728"
"359","Tsf Investments Ltd","TSFINV","P&F | F.A","1.53","468.30","52164"
"360","EPL Ltd","EPL","P&F | F.A","1.53","219.82","719349"
"361","Jamna Auto Industries Limited","JAMNAAUTO","P&F | F.A","1.53","126.70","1681227"
"362","Rpg Life Sciences Limited","RPGLIFE","P&F | F.A","1.52","2351.60","6474"
"363","Td Power Systems Limited","TDPOWERSYS","P&F | F.A","1.52","697.55","227789"
"364","Igarashi Motors India Limited","IGARASHI","P&F | F.A","1.52","437.20","21132"
"365","Kansai Nerolac Paints Limited","KANSAINER","P&F | F.A","1.52","226.90","76354"
"366","Ahluwalia Contracts (india) Limited","AHLUCONT","P&F | F.A","1.51","973.20","46841"
"367","Marico Limited","MARICO","P&F | F.A","1.51","738.05","1032407"
"368","Aadhar Housing Finance Ltd","AADHARHFC","P&F | F.A","1.51","496.30","143972"
"369","Krbl Limited","KRBL","P&F | F.A","1.51","395.95","119797"
"370","Valiant Laboratories Ltd","VALIANTLAB","P&F | F.A","1.51","67.87","22267"
"371","Uravi T and Wedge Lamps Ltd","URAVIDEF","P&F | F.A","1.50","167.12","2030"
"372","Mcleod Russel India Limited","MCLEODRUSS","P&F | F.A","1.50","49.40","170751"
"373","Digidrive Distributors Ltd","DIGIDRIVE","P&F | F.A","1.50","26.98","3248"
"374","MSTC Ltd","MSTCLTD","P&F | F.A","1.49","478.00","56780"
"375","Suraksha Diagnostic Ltd","SURAKSHA","P&F | F.A","1.49","286.60","14120"
"376","The Federal Bank  Limited","FEDERALBNK","P&F | F.A","1.49","265.25","7178381"
"377","Jayshree Tea & Industries Limited","JAYSREETEA","P&F | F.A","1.49","89.31","24230"
"378","Geecee Ventures Limited","GEECEE","P&F | F.A","1.48","345.55","573"
"379","Indo Farm Equipment Ltd","INDOFARM","P&F | F.A","1.48","193.55","48854"
"380","Concord Biotech Ltd","CONCORDBIO","P&F | F.A","1.47","1390.00","32943"
"381","Den Networks Limited","DEN","P&F | F.A","1.47","31.06","247265"
"382","Krishana Phoschem Ltd","KRISHANA","P&F | F.A","1.46","534.10","44482"
"383","Ginni Filaments Limited","GINNIFILA","P&F | F.A","1.46","39.51","170682"
"384","Jindal Stainless Limited","JSL","P&F | F.A","1.45","797.05","246975"
"385","Route Mobile Ltd","ROUTE","P&F | F.A","1.45","685.40","99884"
"386","Startech Finance Ltd","STARTECK","P&F | F.A","1.44","273.90","7586"
"387","Kddl Limited","KDDL","P&F | F.A","1.43","2340.10","3966"
"388","ICE Make Refrigeration Ltd","ICEMAKE","P&F | F.A","1.43","773.45","28454"
"389","Steel Strips Wheels Limited","SSWL","P&F | F.A","1.43","191.27","104587"
"390","Weizmann Limited","WEIZMANIND","P&F | F.A","1.43","101.44","253"
"391","Khandwala Securities Limited","KHANDSE","P&F | F.A","1.42","22.18","1396"
"392","Vidhi Specialty Food Ingredients","VIDHIING","P&F | F.A","1.41","334.35","3774"
"393","Baazar Style Retail Ltd","STYLEBAAZA","P&F | F.A","1.40","279.10","79142"
"394","Timken India Limited","TIMKEN","P&F | F.A","1.39","3096.60","13798"
"395","Aarti Surfactants Ltd","AARTISURF","P&F | F.A","1.39","406.05","1044"
"396","Euro Panel Products Ltd","EUROBOND","P&F | F.A","1.39","183.30","2035"
"397","Deepak Fertilizers And Petrochemicals Corporation Limited","DEEPAKFERT","P&F | F.A","1.38","1253.40","66572"
"398","Minda Corporation Limited","MINDACORP","P&F | F.A","1.38","593.00","314805"
"399","Swan Corp Ltd","SWANCORP","P&F | F.A","1.37","462.70","641390"
"400","Canara HSBC Life Insurance Company Ltd","CANHLIFE","P&F | F.A","1.37","123.51","2505885"
"401","Tamilnad Mercantile Bank Ltd","TMB","P&F | F.A","1.36","514.00","76067"
"402","Bhageria Industries Limited","BHAGERIA","P&F | F.A","1.36","179.77","26539"
"403","Aditya Infotech Ltd","CPPLUS","P&F | F.A","1.35","1575.90","66024"
"404","Sejal Glass Ltd","SEJALLTD","P&F | F.A","1.35","854.95","5718"
"405","Sky Gold Ltd","SKYGOLD","P&F | F.A","1.35","327.40","161998"
"406","Aries Agro Limited","ARIES","P&F | F.A","1.35","327.10","24563"
"407","Rubfila International Ltd","RUBFILA","P&F | F.A","1.35","76.06","54943"
"408","Hindcon Chemicals Ltd","HINDCON","P&F | F.A","1.35","28.62","55245"
"409","Asahi India Glass Limited","ASAHIINDIA","P&F | F.A","1.34","1009.50","37387"
"410","Vedant Fashions Ltd","MANYAVAR","P&F | F.A","1.34","604.35","46605"
"411","Gujarat Industries Power Company Limited","GIPCL","P&F | F.A","1.34","149.71","149295"
"412","Crown Lifters Ltd","CROWN","P&F | F.A","1.34","139.50","28861"
"413","Dhruv Consultancy Services Ltd","DHRUV","P&F | F.A","1.34","48.28","2385"
"414","Vip Clothing Limited","VIPCLOTHNG","P&F | F.A","1.34","34.00","28817"
"415","Kiocl Limited","KIOCL","P&F | F.A","1.33","349.50","108588"
"416","Digitide Solutions Ltd","DIGITIDE","P&F | F.A","1.33","141.75","91511"
"417","Aptech Limited","APTECHT","P&F | F.A","1.33","98.54","88203"
"418","Equitas Small Finance Bank Ltd","EQUITASBNK","P&F | F.A","1.33","59.48","3827634"
"419","Procter & Gamble Health Ltd","PGHL","P&F | F.A","1.32","5651.00","2721"
"420","Eveready Industries India Limited","EVEREADY","P&F | F.A","1.32","329.05","65840"
"421","RHI Magnesita India Ltd","RHIM","P&F | F.A","1.31","448.10","45626"
"422","Nahar Poly Films Limited","NAHARPOLY","P&F | F.A","1.31","263.10","8174"
"423","Canara Bank","CANBK","P&F | F.A","1.31","148.55","11895527"
"424","V.s.t Tillers Tractors Limited","VSTTILLERS","P&F | F.A","1.30","5835.00","8373"
"425","Dalmia Bharat Limited","DALBHARAT","P&F | F.A","1.30","2099.10","159916"
"426","Shyam Metalics & Energy Ltd","SHYAMMETL","P&F | F.A","1.30","811.40","91839"
"427","Rajesh Exports Limited","RAJESHEXPO","P&F | F.A","1.30","194.75","276800"
"428","Greaves Cotton Limited","GREAVESCOT","P&F | F.A","1.30","184.32","392646"
"429","Jeena Sikho Lifecare Ltd","JSLL","P&F | F.A","1.29","718.35","94919"
"430","Spandana Sphoorty Financial Ltd","SPANDANA","P&F | F.A","1.29","274.55","248142"
"431","Prakash Pipes Ltd","PPL","P&F | F.A","1.29","254.35","58037"
"432","Palash Securities","PALASHSECU","P&F | F.A","1.29","110.31","330"
"433","Garware Technical Fibres Ltd","GARFIBRES","P&F | F.A","1.28","678.90","21847"
"434","Vimta Labs Limited","VIMTALABS","P&F | F.A","1.28","608.80","79542"
"435","Skipper Limited","SKIPPER","P&F | F.A","1.28","443.40","66272"
"436","Kcp Limited","KCP","P&F | F.A","1.28","182.99","60232"
"437","Gulshan Polyols Limited","GULPOLY","P&F | F.A","1.28","137.85","49585"
"438","Groww Gold ETF","GROWWGOLD","P&F | F.A","1.27","130.74","531078"
"439","Alkali Metals Limited","ALKALI","P&F | F.A","1.27","82.89","3970"
"440","Coral India Finance & Housing Ltd","CORALFINAC","P&F | F.A","1.27","39.81","16992"
"441","MTAR Technologies Ltd","MTARTECH","P&F | F.A","1.26","2375.00","158578"
"442","Shanti Gold International Ltd","SHANTIGOLD","P&F | F.A","1.26","196.37","92153"
"443","Aditya Birla Sun Life Gold ETF","BSLGOLDETF","P&F | F.A","1.26","117.59","268523"
"444","RACL Geartech Ltd","RACLGEAR","P&F | F.A","1.25","1057.60","7729"
"445","Gujarat Alkalies And Chemicals Limited","GUJALKALI","P&F | F.A","1.25","513.55","7505"
"446","Sastasundar Ventures Limited","SASTASUNDR","P&F | F.A","1.25","304.65","3567"
"447","The Sandesh Limited","SANDESH","P&F | F.A","1.24","1080.70","208"
"448","Finolex Cables Limited","FINCABLES","P&F | F.A","1.24","749.30","54736"
"449","Raymond Limited","RAYMOND","P&F | F.A","1.24","457.50","65410"
"450","Mmtc Limited","MMTC","P&F | F.A","1.23","55.98","1673496"
"451","Balaxi Pharmaceuticals Ltd","BALAXI","P&F | F.A","1.23","30.43","53230"
"452","Healthcare Global Enterprises Limited","HCG","P&F | F.A","1.21","723.80","58681"
"453","Dynamic Cables Ltd","DYCL","P&F | F.A","1.21","338.00","113936"
"454","Veto Switchgears And Cables Limited","VETO","P&F | F.A","1.21","109.93","10843"
"455","Ajmera Realty & Infra India Limited","AJMERA","P&F | F.A","1.20","1005.20","34974"
"456","Universal Cables Limited","UNIVCABLES","P&F | F.A","1.20","906.00","38257"
"457","Graphite India Limited","GRAPHITE","P&F | F.A","1.20","547.95","232948"
"458","GRM Overseas Ltd","GRMOVER","P&F | F.A","1.20","456.30","612654"
"459","Himatsingka Seide Limited","HIMATSEIDE","P&F | F.A","1.20","118.15","164853"
"460","Golden Tobacco Limited","GOLDENTOBC","P&F | F.A","1.20","32.80","912"
"461","Craftsman Automation Ltd","CRAFTSMAN","P&F | F.A","1.19","7099.50","33929"
"462","Suprajit Engineering Limited","SUPRAJIT","P&F | F.A","1.19","450.00","51937"
"463","Quantum Gold Fund ETF","QGOLDHALF","P&F | F.A","1.19","110.68","42565"
"464","Magnum Ventures Limited","MAGNUM","P&F | F.A","1.19","22.95","15095"
"465","Venky's (india) Limited","VENKEYS","P&F | F.A","1.18","1437.40","66569"
"466","Motilal Oswal Gold ETF","MOGOLD","P&F | F.A","1.18","132.40","202361"
"467","Nakoda Group of Industries Ltd","NGIL","P&F | F.A","1.18","29.98","23410"
"468","Five-Star Business Finance Ltd","FIVESTAR","P&F | F.A","1.17","573.75","587156"
"469","Cantabil Retail India Limited","CANTABIL","P&F | F.A","1.17","262.66","27005"
"470","Engineers India Limited","ENGINERSIN","P&F | F.A","1.17","195.03","855683"
"471","Bajaj Holdings & Investment Limited","BAJAJHLDNG","P&F | F.A","1.16","11026.00","39940"
"472","Ambuja Cements Limited","AMBUJACEM","P&F | F.A","1.16","554.50","936813"
"473","Jullundur Motor Agency (delhi) Limited","JMA","P&F | F.A","1.16","79.97","3295"
"474","AU Small Finance Bank","AUBANK","P&F | F.A","1.15","979.20","1084203"
"475","Synergy Green Industries Ltd","SGIL","P&F | F.A","1.15","538.45","21977"
"476","GPT Healthcare Ltd","GPTHEALTH","P&F | F.A","1.14","141.33","36249"
"477","Mirae Asset Gold ETF","GOLDETF","P&F | F.A","1.14","129.77","1231162"
"478","Sambhv Steel Tubes Ltd","SAMBHV","P&F | F.A","1.14","96.21","380893"
"479","Alpa Laboratories Limited","ALPA","P&F | F.A","1.14","81.50","40142"
"480","Gravita India Limited","GRAVITA","P&F | F.A","1.13","1865.00","166628"
"481","Platinum Industries Ltd","PLATIND","P&F | F.A","1.13","251.65","51049"
"482","Rashtriya Chemicals And Fertilizers Limited","RCF","P&F | F.A","1.13","139.75","563392"
"483","HILINFRA","HILINFRA","P&F | F.A","1.13","61.78","112054"
"484","Oswal Agro Mills Ltd","OSWALAGRO","P&F | F.A","1.13","60.09","19428"
"485","Alkyl Amines Chemicals Limited","ALKYLAMINE","P&F | F.A","1.12","1614.00","15897"
"486","Ajax Engineering Ltd","AJAXENGG","P&F | F.A","1.12","608.85","17982"
"487","PCBL Ltd","PCBL","P&F | F.A","1.12","316.90","254235"
"488","Banka Bioloo Ltd","BANKA","P&F | F.A","1.12","66.79","757"
"489","N. B. I. Industrial Finance Company Limited","NBIFIN","P&F | F.A","1.11","2286.90","62"
"490","Balaji Amines Limited","BALAMINES","P&F | F.A","1.11","1133.00","50626"
"491","Indian Terrain Fashions Limited","INDTERRAIN","P&F | F.A","1.11","35.52","3124"
"492","Tolins Tyres Ltd","TOLINS","P&F | F.A","1.10","135.69","54494"
"493","Arman Financial Services Limited","ARMANFIN","P&F | F.A","1.09","1498.80","21280"
"494","Va Tech Wabag Limited","WABAG","P&F | F.A","1.09","1259.40","252508"
"495","Heritage Foods Limited","HERITGFOOD","P&F | F.A","1.08","477.55","133844"
"496","Mishra Dhatu Nigam Ltd","MIDHANI","P&F | F.A","1.08","303.80","255613"
"497","Kitex Garments Limited","KITEX","P&F | F.A","1.08","196.90","497957"
"498","Kotak Gold ETF","GOLD1","P&F | F.A","1.08","111.60","905191"
"499","GTPL Hathway","GTPL","P&F | F.A","1.08","101.10","13928"
"500","Primo Chemicals Ltd","PRIMO","P&F | F.A","1.08","22.54","47669"
"501","AGI Greenpac Ltd","AGI","P&F | F.A","1.07","733.00","16547"
"502","Radico Khaitan Limited","RADICO","P&F | F.A","1.06","3258.30","76096"
"503","Ptc India Limited","PTC","P&F | F.A","1.06","157.55","284083"
"504","Baroda BNP Paribas Gold ETF","BBNPPGOLD","P&F | F.A","1.06","129.25","9865"
"505","Virinchi Ltd","VIRINCHI","P&F | F.A","1.06","22.83","11840"
"506","Narayana Hrudayalaya Ltd.","NH","P&F | F.A","1.05","1889.90","177928"
"507","Sri Adhikari Brothers Television Network Ltd","SABTNL","P&F | F.A","1.05","1680.00","62460"
"508","Prataap Snacks Ltd","DIAMONDYD","P&F | F.A","1.05","1100.00","44974"
"509","CSB Bank Ltd","CSBBANK","P&F | F.A","1.05","394.25","59860"
"510","Kronox Lab Sciences Ltd","KRONOX","P&F | F.A","1.05","143.43","23309"
"511","Precision Wires India Limited","PRECWIRE","P&F | F.A","1.04","238.35","179001"
"512","Sagar Cements Limited","SAGCEM","P&F | F.A","1.04","215.23","8662"
"513","Andhra Paper Ltd","ANDHRAPAP","P&F | F.A","1.04","68.00","67125"
"514","Sanghi Industries Limited","SANGHIIND","P&F | F.A","1.04","63.85","110496"
"515","Palred Technologies Limited","PALREDTEC","P&F | F.A","1.04","39.71","3345"
"516","Ivalue Infosolutions Ltd","IVALUE","P&F | F.A","1.03","288.00","55926"
"517","Wanbury Limited","WANBURY","P&F | F.A","1.03","239.75","14740"
"518","Sundaram Finance Limited","SUNDARMFIN","P&F | F.A","1.02","4832.00","23288"
"519","Nucleus Software Exports Limited","NUCLEUS","P&F | F.A","1.02","931.00","44613"
"520","Sharda Cropchem Limited","SHARDACROP","P&F | F.A","1.02","925.85","135887"
"521","Gujarat Narmada Valley Fertilizers And Chemicals Limited","GNFC","P&F | F.A","1.02","495.85","143271"
"522","Hariom Pipe Industries Ltd","HARIOMPIPE","P&F | F.A","1.02","360.30","56718"
"523","Universus Photo Imagings Ltd","UNIVPHOTO","P&F | F.A","1.02","242.70","1852"
"524","Shreeji Shipping Global Ltd","SHREEJISPG","P&F | F.A","1.01","335.40","233733"
"525","Nova Agritech Ltd","NOVAAGRI","P&F | F.A","1.01","39.99","57348"
"526","Tarsons Products Ltd","TARSONS","P&F | F.A","1.00","230.84","44208"
"527","Muthoot Microfin Ltd","MUTHOOTMF","P&F | F.A","1.00","176.83","76992"
"528","Western India Plywoods Ltd","WIPL","P&F | F.A","1.00","156.00","22707"
"529","Choice Gold ETF","CHOICEGOLD","P&F | F.A","1.00","132.45","33385"
"530","Lotus Eye Care Hospital Limited","LOTUSEYE","P&F | F.A","1.00","130.63","127150"
"531","Home First Finance Company India Ltd","HOMEFIRST","P&F | F.A","0.99","1186.20","71054"
"532","Vedanta Limited","VEDL","P&F | F.A","0.99","549.00","8049564"
"533","UTI - Gold Exchange Traded Fund","GOLDSHARE","P&F | F.A","0.99","112.25","456965"
"534","Priti International Ltd","PRITI","P&F | F.A","0.99","58.38","9261"
"535","Sigma Solve Ltd","SIGMA","P&F | F.A","0.99","52.25","26108"
"536","Ravi Kumar Distilleries Limited","RKDL","P&F | F.A","0.99","24.48","6681"
"537","Rushil Decor Limited","RUSHIL","P&F | F.A","0.99","23.52","147163"
"538","Kuantum Papers Ltd","KUANTUM","P&F | F.A","0.98","92.01","20172"
"539","Om Freight Forwarders Ltd","OMFREIGHT","P&F | F.A","0.98","89.78","17489"
"540","Southern Petrochemicals Industries Corporation  Limited","SPIC","P&F | F.A","0.98","81.41","201795"
"541","Tanla Solutions Limited","TANLA","P&F | F.A","0.97","560.40","75649"
"542","Ramky Infrastructure Limited","RAMKY","P&F | F.A","0.97","556.00","27510"
"543","D-link (india) Limited","DLINKINDIA","P&F | F.A","0.97","431.60","25908"
"544","ICICI Prudential Gold ETF","GOLDIETF","P&F | F.A","0.97","114.48","12481316"
"545","Affle India Ltd","AFFLE","P&F | F.A","0.96","1701.90","81726"
"546","DDev Plastiks Industries Ltd","DDEVPLSTIK","P&F | F.A","0.95","286.40","50253"
"547","Dollar Industries Ltd","DOLLAR","P&F | F.A","0.94","354.95","15818"
"548","Mawana Sugars Limited","MAWANASUG","P&F | F.A","0.94","84.77","10652"
"549","Ravinder Heights Ltd","RVHL","P&F | F.A","0.94","56.00","5444"
"550","Unichem Laboratories Limited","UNICHEMLAB","P&F | F.A","0.93","460.05","5223"
"551","Nazara Technologies Ltd","NAZARA","P&F | F.A","0.93","227.85","307786"
"552","360 ONE Gold ETF","GOLD360","P&F | F.A","0.93","130.65","436900"
"553","Tourism Finance Corporation Of India Limited","TFCILTD","P&F | F.A","0.93","67.07","1808385"
"554","Vineet Laboratories Ltd","VINEETLAB","P&F | F.A","0.93","43.34","16457"
"555","Jain Irrigation Systems Limited","JISLDVREQS","P&F | F.A","0.93","27.09","13525"
"556","Adani Green Energy Ltd","ADANIGREEN","P&F | F.A","0.92","1049.80","1684134"
"557","India Nippon Electricals Limited","INDNIPPON","P&F | F.A","0.92","805.00","8231"
"558","Surya Roshni Limited","SURYAROSNI","P&F | F.A","0.92","263.55","130006"
"559","BELRISE","BELRISE","P&F | F.A","0.92","161.37","2819240"
"560","Reliance Chemotex Industries Ltd","RELCHEMQ","P&F | F.A","0.92","138.95","1881"
"561","Manaksia Steels Limited","MANAKSTEEL","P&F | F.A","0.92","58.08","4335"
"562","Beardsell Limited","BEARDSELL","P&F | F.A","0.92","30.73","26969"
"563","Doms Industries Ltd","DOMS","P&F | F.A","0.91","2595.30","13262"
"564","Salzer Electronics Limited","SALZERELEC","P&F | F.A","0.91","704.10","22222"
"565","Arvind Fashions Ltd","ARVINDFASN","P&F | F.A","0.91","497.30","158743"
