Sr.,Stock Name,Symbol,Links,%Chg,Price,Volume
"572","Chambal Fertilizers & Chemicals Limited","CHAMBLFERT","P&F | F.A","0.90","437.40","455409"
"573","Ncl Industries Limited","NCLIND","P&F | F.A","0.90","200.11","15322"
"574","Williamson Magor & Company Limited","WILLAMAGOR","P&F | F.A","0.90","30.40","1605"
"575","Summit Securities Limited","SUMMITSEC","P&F | F.A","0.89","1986.00","2151"
"576","Eimco Elecon (india) Limited","EIMCOELECO","P&F | F.A","0.89","1545.40","31883"
"577","Monarch Networth Capital Ltd","MONARCH","P&F | F.A","0.89","306.75","93014"
"578","Housing and Urban Development Corporation","HUDCO","P&F | F.A","0.89","215.60","1416909"
"579","Union Gold ETF","UNIONGOLD","P&F | F.A","0.89","130.35","9352"
"580","RattanIndia Enterprises Ltd","RTNINDIA","P&F | F.A","0.89","40.83","629284"
"581","Rategain Travel Technologies Ltd","RATEGAIN","P&F | F.A","0.88","667.55","86717"
"582","Bf Utilities Limited","BFUTILITIE","P&F | F.A","0.88","610.00","12205"
"583","Federal-mogul Goetze (india) Limited.","FMGOETZE","P&F | F.A","0.88","468.10","56018"
"584","Firstsource Solutions Limited","FSL","P&F | F.A","0.88","343.70","139726"
"585","Knr Constructions Limited","KNRCON","P&F | F.A","0.88","146.98","416875"
"586","HDFC Gold ETF","HDFCGOLD","P&F | F.A","0.88","114.09","3866966"
"587","Nippon India ETF Gold Bees","GOLDBEES","P&F | F.A","0.88","110.57","33901126"
"588","Shree Digvijay Cement Co. Ltd","SHREDIGCEM","P&F | F.A","0.88","90.20","120937"
"589","Deccan Cements Limited","DECCANCE","P&F | F.A","0.87","763.00","8006"
"590","RPSG Ventures Ltd","RPSGVENT","P&F | F.A","0.87","755.35","13656"
"591","Birlasoft Ltd","BSOFT","P&F | F.A","0.87","433.45","578036"
"592","Tips Films Ltd","TIPSFILMS","P&F | F.A","0.87","410.90","2960"
"593","Filatex India Limited","FILATEX","P&F | F.A","0.87","53.43","426712"
"594","TATA Consumer Products Ltd","TATACONSUM","P&F | F.A","0.86","1159.20","619112"
"595","Can Fin Homes Limited","CANFINHOME","P&F | F.A","0.86","923.25","106971"
"596","Quadrant Future Tek Ltd","QUADFUTURE","P&F | F.A","0.86","270.00","153953"
"597","Touchwood Entertainment Ltd","TOUCHWOOD","P&F | F.A","0.86","104.87","1077"
"598","Murudeshwar Ceramics Limited","MURUDCERA","P&F | F.A","0.86","34.99","24711"
"599","Zerodha Gold ETF","GOLDCASE","P&F | F.A","0.86","21.01","7416344"
"600","S J S Enterprises Ltd","SJS","P&F | F.A","0.85","1681.50","32063"
"601","Inventurus Knowledge Solutions Ltd","IKS","P&F | F.A","0.85","1660.00","67566"
"602","Precot Meridian Limited","PRECOT","P&F | F.A","0.85","443.95","347"
"603","Harrisons  Malayalam Limited","HARRMALAYA","P&F | F.A","0.85","163.03","3519"
"604","SBI Gold ETS","SETFGOLD","P&F | F.A","0.85","113.92","3498991"
"605","Glottis Ltd","GLOTTIS","P&F | F.A","0.85","60.80","144243"
"606","Motherson Sumi Wiring India Ltd","MSUMI","P&F | F.A","0.85","46.30","1591285"
"607","Rane Holdings Limited","RANEHOLDIN","P&F | F.A","0.84","1372.20","2164"
"608","The Great Eastern Shipping Company Limited","GESHIP","P&F | F.A","0.84","1118.70","94381"
"609","Laxmi Organic Industries Ltd","LXCHEM","P&F | F.A","0.84","172.29","126282"
"610","Som Distilleries & Breweries Limited","SDBL","P&F | F.A","0.84","108.60","283368"
"611","Fiem Industries Limited","FIEMIND","P&F | F.A","0.83","2316.60","46032"
"612","Cigniti Technologies Limited","CIGNITITEC","P&F | F.A","0.83","1818.20","26611"
"613","Genesys International Corporation Limited","GENESYS","P&F | F.A","0.83","417.50","171007"
"614","The Orissa Minerals Development Company Limited","ORISSAMINE","P&F | F.A","0.82","4775.00","2829"
"615","The Ramco Cements Limited","RAMCOCEM","P&F | F.A","0.82","1063.70","209613"
"616","Emami Limited","EMAMILTD","P&F | F.A","0.82","543.95","202841"
"617","Chembond Material Technologies Ltd","CHEMBOND","P&F | F.A","0.82","165.74","3250"
"618","Asian Hotels (east) Limited","AHLEAST","P&F | F.A","0.82","134.99","8734"
"619","Naga Dhunseri Group Limited","NDGL","P&F | F.A","0.81","2950.00","84"
"620","Coforge (Niit Tech)","COFORGE","P&F | F.A","0.81","1865.90","523753"
"621","Godrej Consumer Products Limited","GODREJCP","P&F | F.A","0.81","1163.10","275478"
"622","Jsw Energy Limited","JSWENERGY","P&F | F.A","0.81","486.10","2758768"
"623","Skm Egg Products Export (india) Limited","SKMEGGPROD","P&F | F.A","0.81","441.15","60988"
"624","The India Cements Limited","INDIACEM","P&F | F.A","0.81","417.50","266096"
"625","R Systems International Limited","RSYSTEMS","P&F | F.A","0.81","406.20","16389"
"626","Axis Gold ETF","AXISGOLD","P&F | F.A","0.81","111.68","1076187"
"627","Fischer Medical Ventures Ltd","FISCHER","P&F | F.A","0.81","46.07","362499"
"628","NIFTYFMCG","NIFTYFMCG","P&F | F.A","0.80","54924.40","0"
"629","Zota Health Care Ltd","ZOTA","P&F | F.A","0.80","1683.60","60840"
"630","C.E. Info Systems Ltd","MAPMYINDIA","P&F | F.A","0.79","1658.30","45568"
"631","Kalyani Steels Limited","KSL","P&F | F.A","0.79","730.95","19136"
"632","Arihant Superstructures Ltd","ARIHANTSUP","P&F | F.A","0.79","317.85","13392"
"633","Network18 Media & Investments Limited","NETWORK18","P&F | F.A","0.79","43.21","1100687"
"634","Haleos Labs Limited","HALEOSLABS","P&F | F.A","0.78","1397.60","3128"
"635","Avanti Feeds Limited","AVANTIFEED","P&F | F.A","0.78","813.40","202793"
"636","Sterling Tools Limited","STERTOOLS","P&F | F.A","0.78","272.25","15279"
"637","Affordable Robotic & Automation Ltd","AFFORDABLE","P&F | F.A","0.78","212.00","11219"
"638","Shalby Ltd","SHALBY","P&F | F.A","0.78","195.01","69484"
"639","National Fertilizers Limited","NFL","P&F | F.A","0.78","86.46","474302"
"640","VMS TMT Ltd","VMSTMT","P&F | F.A","0.78","54.10","88803"
"641","Inox India Ltd","INOXINDIA","P&F | F.A","0.77","1149.80","25001"
"642","Dic India Limited","DICIND","P&F | F.A","0.77","492.30","1706"
"643","Dcm  Limited","DCM","P&F | F.A","0.77","92.98","31828"
"644","LMW Ltd","LMW","P&F | F.A","0.76","15497.00","1103"
"645","Astral Poly Technik Limited","ASTRAL","P&F | F.A","0.76","1427.10","112692"
"646","Newgen Software Technologies Ltd","NEWGEN","P&F | F.A","0.76","863.65","98119"
"647","Khaitan Chemicals & Fertilizers Ltd","KHAICHEM","P&F | F.A","0.76","83.25","51997"
"648","Surana Solar Limited","SURANASOL","P&F | F.A","0.76","27.71","33856"
"649","M & B Engineering Ltd","MBEL","P&F | F.A","0.75","380.85","55017"
"650","Loyal Textile Mills Ltd","LOYALTEX","P&F | F.A","0.75","215.00","184"
"651","Jai Corp Limited","JAICORPLTD","P&F | F.A","0.75","131.12","212529"
"652","Take Solutions Limited","TAKE","P&F | F.A","0.75","34.86","1322033"
"653","Hcl Technologies Limited","HCLTECH","P&F | F.A","0.74","1685.50","905835"
"654","Infosys Limited","INFY","P&F | F.A","0.74","1610.00","2771307"
"655","Nava Ltd","NAVA","P&F | F.A","0.74","568.60","151792"
"656","Deepak Builders & Engineers India Ltd","DBEIL","P&F | F.A","0.74","120.08","17242"
"657","Polycab India Ltd","POLYCAB","P&F | F.A","0.73","7329.50","76672"
"658","Hindustan Aeronautics Ltd","HAL","P&F | F.A","0.73","4334.00","535645"
"659","Mangalore Refinery And Petrochemicals Limited","MRPL","P&F | F.A","0.73","150.03","2546408"
"660","Kopran Limited","KOPRAN","P&F | F.A","0.73","131.80","74979"
"661","Blue Star Limited","BLUESTARCO","P&F | F.A","0.72","1809.70","108796"
"662","Kirloskar Pneumatic Company Ltd","KIRLPNU","P&F | F.A","0.72","1049.90","13362"
"663","Yuken India Ltd","YUKEN","P&F | F.A","0.72","855.95","1060"
"664","Anant Raj Limited","ANANTRAJ","P&F | F.A","0.72","554.40","3062817"
"665","Heg Limited","HEG","P&F | F.A","0.72","538.35","645444"
"666","Uflex Limited","UFLEX","P&F | F.A","0.72","474.85","8151"
"667","Itc Limited","ITC","P&F | F.A","0.72","403.00","5745646"
"668","HB Stockholdings Ltd","HBSL","P&F | F.A","0.72","75.13","2019"
"669","Bodal Chemicals Limited","BODALCHEM","P&F | F.A","0.72","52.81","79981"
"670","Ifb Industries Limited","IFBIND","P&F | F.A","0.71","1621.10","10588"
"671","Ideaforge Technology Ltd","IDEAFORGE","P&F | F.A","0.71","428.40","63444"
"672","Aditya Birla Lifestyle Brands Ltd","ABLBL","P&F | F.A","0.71","128.56","718118"
"673","Electronics Mart India Ltd","EMIL","P&F | F.A","0.71","110.70","284354"
"674","Macrotech Developers Ltd","LODHA","P&F | F.A","0.70","1098.70","2109857"
"675","Premier Explosives Limited","PREMEXPLN","P&F | F.A","0.70","505.80","86808"
"676","TMCV","TMCV","P&F | F.A","0.70","376.05","4972368"
"677","Intense Technologies Ltd","INTENTECH","P&F | F.A","0.70","118.00","45405"
"678","Just Dial Limited","JUSTDIAL","P&F | F.A","0.69","716.15","28968"
"679","Kiri Industries Limited","KIRIINDUS","P&F | F.A","0.69","565.45","298176"
"680","Pyramid Technoplast Ltd","PYRAMID","P&F | F.A","0.69","168.16","22335"
"681","Commercial Syn Bags Ltd","COMSYN","P&F | F.A","0.69","140.95","1704"
"682","One Point One Solutions Ltd","ONEPOINT","P&F | F.A","0.69","52.40","452577"
"683","Hindustan Zinc Limited","HINDZINC","P&F | F.A","0.68","565.45","19061997"
"684","Bsl Limited","BSL","P&F | F.A","0.68","163.41","10913"
"685","Gujarat Ambuja Exports Limited","GAEL","P&F | F.A","0.68","118.32","249827"
"686","Servotech Power Systems Ltd","SERVOTECH","P&F | F.A","0.68","83.31","320958"
"687","Bank Of Maharashtra","MAHABANK","P&F | F.A","0.68","57.42","5607760"
"688","Oswal Green Tech Ltd","OSWALGREEN","P&F | F.A","0.68","33.87","85965"
"689","Tata Elxsi Limited","TATAELXSI","P&F | F.A","0.67","5064.00","89021"
"690","H.G. Infra Engineering Ltd","HGINFRA","P&F | F.A","0.67","761.70","45071"
"691","Eureka Forbes Ltd","EUREKAFORB","P&F | F.A","0.67","651.00","125773"
"692","Vishnu Chemicals Limited","VISHNU","P&F | F.A","0.67","500.00","45425"
"693","D B Realty Limited","DBREALTY","P&F | F.A","0.67","120.29","611671"
"694","Kokuyo Camlin Limited","KOKUYOCMLN","P&F | F.A","0.67","90.66","10802"
"695","Manorama Industries Ltd","MANORAMA","P&F | F.A","0.66","1365.30","41991"
"696","DCM Shriram Industries Ltd","DCMSRIND","P&F | F.A","0.66","165.28","114039"
"697","Madras Fertilizers Limited","MADRASFERT","P&F | F.A","0.66","73.33","43301"
"698","Manaksia Aluminium Company Limited","MANAKALUCO","P&F | F.A","0.66","24.45","4309"
"699","Indusind Bank Limited","INDUSINDBK","P&F | F.A","0.65","851.65","1654183"
"700","Quality Power Electrical Equipments Ltd","QPOWER","P&F | F.A","0.65","706.15","88193"
"701","IRM Energy Ltd","IRMENERGY","P&F | F.A","0.65","285.50","15711"
"702","GLOBECIVIL","GLOBECIVIL","P&F | F.A","0.65","61.73","34700"
"703","Mbl Infrastructures Limited","MBLINFRA","P&F | F.A","0.65","34.00","32448"
"704","HMA Agro Industries Ltd","HMAAGRO","P&F | F.A","0.65","29.21","66631"
"705","Jbm Auto Limited","JBMA","P&F | F.A","0.64","574.50","76277"
"706","Go Fashion (India) Ltd","GOCOLORS","P&F | F.A","0.64","474.80","45308"
"707","Dilip Buildcon Limited","DBL","P&F | F.A","0.64","448.20","77133"
"708","Robust Hotels Pvt Ltd","RHL","P&F | F.A","0.64","201.39","11382"
"709","Saksoft Limited","SAKSOFT","P&F | F.A","0.64","191.50","75559"
"710","Cesc Limited","CESC","P&F | F.A","0.64","171.15","409847"
"711","Hindustan Oil Exploration Company Limited","HINDOILEXP","P&F | F.A","0.64","153.28","165613"
"712","Ahlada Engineers Ltd","AHLADA","P&F | F.A","0.64","50.67","6843"
"713","Elgi Equipments Limited","ELGIEQUIP","P&F | F.A","0.63","490.95","189413"
"714","Archidply Decor Ltd","ADL","P&F | F.A","0.63","79.60","235"
"715","DigiSpice Technologies Ltd","DIGISPICE","P&F | F.A","0.63","24.11","31587"
"716","Ambika Cotton Mills Limited","AMBIKCO","P&F | F.A","0.62","1282.50","3722"
"717","Apollo Sindoori Hotels Limited","APOLSINHOT","P&F | F.A","0.62","1200.00","188"
"718","City Union Bank Limited","CUB","P&F | F.A","0.62","275.05","927775"
"719","Rites Ltd","RITES","P&F | F.A","0.62","228.66","207313"
"720","SEL Manufacturing Company Ltd","SELMC","P&F | F.A","0.62","31.00","5059"
"721","Pavna Industries Ltd","PAVNAIND","P&F | F.A","0.62","27.69","35574"
"722","Tasty Bite Eatables Ltd","TASTYBITE","P&F | F.A","0.61","8150.00","390"
"723","Escorts Limited","ESCORTS","P&F | F.A","0.61","3681.90","18666"
"724","Xpro India Limited","XPROINDIA","P&F | F.A","0.61","971.00","4903"
"725","Ganges Securities Ltd","GANGESSECU","P&F | F.A","0.61","142.99","401"
"726","AAA Technologies Ltd","AAATECH","P&F | F.A","0.61","98.80","16307"
"727","Ptl Enterprises Limited","PTL","P&F | F.A","0.61","39.32","27027"
"728","Agro Phos India Ltd","AGROPHOS","P&F | F.A","0.61","38.12","8533"
"729","SBC Exports Ltd","SBC","P&F | F.A","0.61","28.13","5576098"
"730","Chamanlal Setia Exports Ltd","CLSEL","P&F | F.A","0.60","258.20","10213"
"731","Shiva Texyarn Ltd","SHIVATEX","P&F | F.A","0.60","176.76","565"
"732","Gujarat State Fertilizers & Chemicals Limited","GSFC","P&F | F.A","0.60","173.22","384103"
"733","Punjab National Bank","PNB","P&F | F.A","0.60","118.52","13120797"
"734","Excelsoft Technologies Ltd","EXCELSOFT","P&F | F.A","0.60","99.05","6736352"
"735","New Delhi Television Limited","NDTV","P&F | F.A","0.60","82.64","46912"
"736","Vinati Organics Limited","VINATIORGA","P&F | F.A","0.59","1602.00","11740"
"737","SBI ETF IT","SBIETFIT","P&F | F.A","0.59","421.60","4224"
"738","Anand Rathi Wealth Ltd","ANANDRATHI","P&F | F.A","0.58","2956.10","164757"
"739","Dcm Shriram Limited","DCMSHRIRAM","P&F | F.A","0.57","1251.90","78065"
"740","Arrow Greentech Limited","ARROWGREEN","P&F | F.A","0.57","523.70","3138"
"741","Chemcon Speciality Chemicals Ltd","CHEMCON","P&F | F.A","0.57","202.73","31287"
"742","Ausom Enterprise Limited","AUSOMENT","P&F | F.A","0.57","109.71","1617"
"743","NIFTYCONSURDURBL","NIFTYCONSURDURBL","P&F | F.A","0.56","37034.95","0"
"744","Thermax Limited","THERMAX","P&F | F.A","0.56","2886.50","68821"
"745","Vindhya Telelinks Limited","VINDHYATEL","P&F | F.A","0.56","1425.00","2901"
"746","Star Health & Allied Insurance Company Ltd","STARHEALTH","P&F | F.A","0.56","467.20","399842"
"747","Quess Corp Limited","QUESS","P&F | F.A","0.56","210.69","177892"
"748","Xchanging Solutions Limited","XCHANGING","P&F | F.A","0.56","82.62","20689"
"749","Cambridge Technology Enterprises Limited","CTE","P&F | F.A","0.56","43.17","13317"
"750","Asian Paints Limited","ASIANPAINT","P&F | F.A","0.55","2779.90","734542"
"751","Kaveri Seed Company Limited","KSCL","P&F | F.A","0.55","973.20","29538"
"752","Ramkrishna Forgings Limited","RKFORGE","P&F | F.A","0.55","519.00","106755"
"753","International Gemmological Institute (India) Ltd","IGIL","P&F | F.A","0.55","322.05","265101"
"754","Cords Cable Industries Limited","CORDSCABLE","P&F | F.A","0.55","186.71","16279"
"755","Bajel Projects Ltd","BAJEL","P&F | F.A","0.55","167.53","75672"
"756","Spencers Retail Ltd","SPENCERS","P&F | F.A","0.55","42.00","13567"
"757","Mirae Asset Nifty IT ETF","ITETF","P&F | F.A","0.55","40.25","100658"
"758","Fiberweb (India) Ltd","FIBERWEB","P&F | F.A","0.55","36.50","13384"
"759","Amara Raja Energy & Mobility Ltd","ARE&M","P&F | F.A","0.54","935.60","148802"
"760","Kaushalya Infrastructure Development Corporation Limited","KAUSHALYA","P&F | F.A","0.54","910.00","150"
"761","Ventive Hospitality Ltd","VENTIVE","P&F | F.A","0.54","713.05","10944"
"762","Tips Music Ltd","TIPSMUSIC","P&F | F.A","0.54","548.55","131705"
"763","Crest Ventures Limited","CREST","P&F | F.A","0.54","361.75","8556"
"764","Indian Card Clothing Company Limited","INDIANCARD","P&F | F.A","0.54","244.00","56"
"765","Samhi Hotels Ltd","SAMHI","P&F | F.A","0.54","179.62","351241"
"766","Dhunseri Tea & Industries Limited","DTIL","P&F | F.A","0.54","162.80","1852"
"767","Muthoot Finance Limited","MUTHOOTFIN","P&F | F.A","0.53","3858.00","201035"
"768","Ganesh Housing Ltd","GANESHHOU","P&F | F.A","0.53","818.00","19617"
"769","STUDDS","STUDDS","P&F | F.A","0.53","547.50","48276"
"770","Dabur India Limited","DABUR","P&F | F.A","0.53","497.60","623211"
"771","Mangalam Worldwide Ltd","MWL","P&F | F.A","0.53","271.19","142235"
"772","Tata Steel Limited","TATASTEEL","P&F | F.A","0.53","172.80","15755823"
"773","Mirae Asset Nifty PSU Bank ETF","BANKPSU","P&F | F.A","0.53","83.20","57004"
"774","ICDS Ltd","ICDSLTD","P&F | F.A","0.53","47.17","1198"
"775","NIFTYSML250MQ100","NIFTYSML250MQ100","P&F | F.A","0.52","43971.70","0"
"776","Mps Limited","MPSLTD","P&F | F.A","0.52","2008.20","7281"
"777","Avadh Sugar & Energy","AVADHSUGAR","P&F | F.A","0.52","384.50","56376"
"778","Bank Of India","BANKINDIA","P&F | F.A","0.52","141.85","2058509"
"779","Nesco Limited","NESCO","P&F | F.A","0.51","1250.00","26484"
"780","Sai Life Sciences Ltd","SAILIFE","P&F | F.A","0.51","904.00","84520"
"781","Jash Engineering Ltd","JASH","P&F | F.A","0.51","447.50","24132"
"782","SG Mart Ltd","SGMART","P&F | F.A","0.51","335.85","85649"
"783","Pennar Industries Limited","PENIND","P&F | F.A","0.51","201.91","415906"
"784","Ncc Limited","NCC","P&F | F.A","0.51","161.48","1609612"
"785","Lambodhara Textiles Limited","LAMBODHARA","P&F | F.A","0.51","124.97","4629"
"786","Akash Infraprojects Ltd","AKASH","P&F | F.A","0.51","25.79","12346"
"787","Globus Spirits Limited","GLOBUSSPR","P&F | F.A","0.50","967.80","17789"
"788","Jindal Poly Films Limited","JINDALPOLY","P&F | F.A","0.50","497.00","7584"
"789","HDFC Nifty PSU Bank ETF","HDFCPSUBK","P&F | F.A","0.50","83.63","10730"
"790","UTI Nifty Next 50 ETF","UTINEXT50","P&F | F.A","0.50","73.71","54192"
"791","Voltas Limited","VOLTAS","P&F | F.A","0.49","1383.90","129957"
"792","Adani Energy Solutions Ltd","ADANIENSOL","P&F | F.A","0.49","1016.30","558753"
"793","Rashi Peripherals Ltd","RPTECH","P&F | F.A","0.49","346.45","71220"
"794","Denta Water & Infra Solutions Ltd","DENTA","P&F | F.A","0.49","320.95","138453"
"795","Laxmi Goldorna House Ltd","LGHL","P&F | F.A","0.49","267.75","101193"
"796","Shree Cements Limited","SHREECEM","P&F | F.A","0.48","26410.00","28387"
"797","NIFTYGS15YRPLUS","NIFTYGS15YRPLUS","P&F | F.A","0.48","3454.94","0"
"798","Mangalam Cement Limited","MANGLMCEM","P&F | F.A","0.48","759.40","38441"
"799","Solara Active Pharma Sciences Ltd","SOLARA","P&F | F.A","0.48","593.35","54297"
"800","Gopal Snacks Ltd","GOPAL","P&F | F.A","0.48","315.30","93252"
"801","Hmt Limited","HMT","P&F | F.A","0.48","48.60","4793"
"802","3m India Limited","3MINDIA","P&F | F.A","0.47","35630.00","1326"
"803","CG Power and Industrial Solutions Ltd","CGPOWER","P&F | F.A","0.47","669.00","595614"
"804","Sanghvi Movers Limited","SANGHVIMOV","P&F | F.A","0.47","307.60","70172"
"805","Alembic Limited","ALEMBICLTD","P&F | F.A","0.47","102.58","306381"
"806","Tracxn Technologies Ltd","TRACXN","P&F | F.A","0.47","40.84","56245"
"807","HDFC Nifty IT ETF","HDFCNIFIT","P&F | F.A","0.47","40.60","13477"
"808","Tantia Constructions Ltd","TICL","P&F | F.A","0.47","25.40","59315"
"809","Kotak Nifty200 Quality 30 ETF","QUALITY30","P&F | F.A","0.47","21.47","689"
"810","Pfizer Limited","PFIZER","P&F | F.A","0.46","5023.00","4719"
"811","The Phoenix Mills Limited","PHOENIXLTD","P&F | F.A","0.46","1779.00","480081"
"812","Techno Electric & Engineering Company Ltd","TECHNOE","P&F | F.A","0.46","1109.10","48340"
"813","Eih Associated Hotels Limited","EIHAHOTELS","P&F | F.A","0.46","359.90","7267"
"814","Mahindra EPC Irrigation Ltd","MAHEPC","P&F | F.A","0.46","126.90","7840"
"815","Rico Auto Industries Limited","RICOAUTO","P&F | F.A","0.46","119.09","6599642"
"816","Mohit Industries Limited","MOHITIND","P&F | F.A","0.46","28.56","695"
"817","State Bank Of India","SBIN","P&F | F.A","0.45","967.50","2914781"
"818","National Aluminium Company Limited","NATIONALUM","P&F | F.A","0.45","279.40","5964584"
"819","Energy Development Company Limited","ENERGYDEV","P&F | F.A","0.45","20.30","18210"
"820","NIFTYPSUBANK","NIFTYPSUBANK","P&F | F.A","0.44","8284.10","0"
"821","Clean Science & Technology Ltd","CLEAN","P&F | F.A","0.44","911.25","97290"
"822","Ashapura Minechem Limited","ASHAPURMIN","P&F | F.A","0.44","748.70","483361"
"823","Nippon India ETF Hang Seng Bees","HNGSNGBEES","P&F | F.A","0.44","512.76","62342"
"824","Bella Casa Fashion & Retail Ltd","BELLACASA","P&F | F.A","0.44","389.60","2633"
"825","Jk Paper Limited","JKPAPER","P&F | F.A","0.44","366.25","80504"
"826","Dhampur Sugar Mills Limited","DHAMPURSUG","P&F | F.A","0.44","131.58","84520"
"827","SBI BSE PSU Bank ETF","SBIBPB","P&F | F.A","0.44","48.10","46460"
"828","Data Patterns (India) Ltd","DATAPATTNS","P&F | F.A","0.43","2605.30","106415"
"829","Pix Transmission Ltd","PIXTRANS","P&F | F.A","0.43","1459.30","6554"
"830","Gufic Biosciences Limited","GUFICBIO","P&F | F.A","0.43","349.70","22989"
"831","Shriram Properties Ltd","SHRIRAMPPS","P&F | F.A","0.43","84.70","143802"
"832","Sinclairs Hotels Ltd","SINCLAIR","P&F | F.A","0.43","83.63","21266"
"833","DSP Nifty PSU Bank ETF","PSUBANKADD","P&F | F.A","0.43","83.27","399346"
"834","Radhika Jeweltech Ltd","RADHIKAJWE","P&F | F.A","0.43","74.20","86715"
"835","Lux Industries Limited","LUXIND","P&F | F.A","0.42","1123.90","11291"
"836","Gloster Ltd","GLOSTERLTD","P&F | F.A","0.42","639.50","1152"
"837","Kapston Services Ltd","KAPSTON","P&F | F.A","0.42","299.40","3473"
"838","Bank Of Baroda","BANKBARODA","P&F | F.A","0.42","285.65","4327522"
"839","Kabra Extrusion Technik Limited","KABRAEXTRU","P&F | F.A","0.42","221.51","14392"
"840","Marine Electricals (India) Ltd","MARINE","P&F | F.A","0.42","203.74","92864"
"841","Bandhan Bank Ltd","BANDHANBNK","P&F | F.A","0.42","150.20","4985635"
"842","Inox Wind Limited","INOXWIND","P&F | F.A","0.42","125.13","4033517"
"843","Mirae Asset S&P 500 Top 50 ETF","MASPTOP50","P&F | F.A","0.42","72.46","225882"
"844","Jain Irrigation Systems Limited","JISLJALEQS","P&F | F.A","0.42","41.12","1192783"
"845","Raj Television Network Limited","RAJTV","P&F | F.A","0.42","40.79","1798"
"846","Motilal Oswal Nifty Services Sector ETF","MOSERVICE","P&F | F.A","0.42","33.86","89"
"847","Sagardeep Alloys Ltd","SAGARDEEP","P&F | F.A","0.42","26.01","4832"
"848","Sindhu Trade Links Ltd","SINDHUTRAD","P&F | F.A","0.42","21.57","135618"
"849","Honeywell Automation India Limited","HONAUT","P&F | F.A","0.41","34035.00","1421"
"850","NIFTYMICROCAP250","NIFTYMICROCAP250","P&F | F.A","0.41","22459.70","0"
"851","Kalpataru Projects International Ltd","KPIL","P&F | F.A","0.41","1177.50","51566"
"852","Kotak Nifty PSU Bank ETF","PSUBANK","P&F | F.A","0.41","826.00","10799"
"853","Nippon India ETF Shariah BeES","SHARIABEES","P&F | F.A","0.41","513.94","8662"
"854","Team India Guaranty Ltd","TEAMGTY","P&F | F.A","0.41","281.05","954"
"855","Popular Vehicles & Services Ltd","PVSL","P&F | F.A","0.41","124.40","17187"
"856","Welspun Corp Limited","WELCORP","P&F | F.A","0.40","796.45","474203"
"857","Pricol Ltd.","PRICOLLTD","P&F | F.A","0.40","608.85","76442"
"858","Pg Electroplast Limited","PGEL","P&F | F.A","0.40","569.35","1376302"
"859","Sarda Energy & Minerals Limited","SARDAEN","P&F | F.A","0.40","513.45","496111"
"860","Elecon Engineering Company Limited","ELECON","P&F | F.A","0.40","484.80","137520"
"861","Goa Carbon Limited","GOACARBON","P&F | F.A","0.40","391.85","3137"
"862","Tribhovandas Bhimji Zaveri Limited","TBZ","P&F | F.A","0.40","165.00","84184"
"863","Surana Telecom And Power Limited","SURANAT&P","P&F | F.A","0.40","20.10","24456"
"864","NIFTYDIVOPPS50","NIFTYDIVOPPS50","P&F | F.A","0.39","6270.40","0"
"865","Authum Investment & Infrastructure Ltd","AIIL","P&F | F.A","0.39","2621.10","35688"
"866","Control Print Limited","CONTROLPR","P&F | F.A","0.39","728.70","4613"
"867","Mahindra & Mahindra Financial Services Limited","M&MFIN","P&F | F.A","0.39","347.45","977393"
"868","ACME Solar Holdings Ltd","ACMESOLAR","P&F | F.A","0.39","229.21","513296"
"869","Updater Services Ltd","UDS","P&F | F.A","0.39","173.68","82233"
"870","R K Swamy Ltd","RKSWAMY","P&F | F.A","0.39","114.26","45054"
"871","Tpl Plastech Limited","TPLPLASTEH","P&F | F.A","0.39","66.93","37586"
"872","Nelco Limited","NELCO","P&F | F.A","0.38","760.00","26196"
"873","Nippon India ETF PSU Bank Bees","PSUBNKBEES","P&F | F.A","0.38","92.22","1437780"
"874","Mitcon Consultancy & Engineering Services Ltd","MITCON","P&F | F.A","0.38","68.95","733"
"875","CNXMNC","CNXMNC","P&F | F.A","0.37","30274.70","0"
"876","Multi Commodity Exchange Of India Limited","MCX","P&F | F.A","0.37","10200.00","211116"
"877","Colgate Palmolive (india) Limited","COLPAL","P&F | F.A","0.37","2169.20","332080"
"878","Zaggle Prepaid Ocean Services Ltd","ZAGGLE","P&F | F.A","0.37","349.50","165165"
"879","Vrl Logistics Limited","VRLLOG","P&F | F.A","0.37","270.25","45753"
"880","Fino Payments Bank Ltd","FINOPB","P&F | F.A","0.37","269.20","153010"
"881","Pudumjee Paper Products Limited","PDMJEPAPER","P&F | F.A","0.37","98.86","21892"
"882","Tara Chand Infralogistic Solutions Ltd","TARACHAND","P&F | F.A","0.37","76.50","64614"
"883","Shankar Lal Rampal Dye-Chem Ltd","SRD","P&F | F.A","0.37","60.25","16452"
"884","Bang Overseas Limited","BANG","P&F | F.A","0.37","48.95","8233"
"885","Gp Petroleums Limited","GULFPETRO","P&F | F.A","0.37","35.32","16168"
"886","Kohinoor Foods Limited","KOHINOOR","P&F | F.A","0.37","27.23","56252"
"887","Nagreeka Exports Limited","NAGREEKEXP","P&F | F.A","0.37","27.00","3119"
"888","Acc Limited","ACC","P&F | F.A","0.36","1778.00","92095"
"889","Entero Healthcare Solutions Ltd","ENTERO","P&F | F.A","0.36","1000.00","33905"
"890","Smartworks Coworking Spaces Ltd","SMARTWORKS","P&F | F.A","0.36","474.05","16273"
